entrez_id	chr	symbol
100529215	chr19	ZNF559-ZNF177
100529221	chr6	DEL6Q11Q14
100529222	chr1	STQTL23
100529223	chr2	STQTL24
100529224	chr1	FWS
100529226	chr17	DUP17Q21.31
100529227	chr16	STQTL22
100529228	chr4	TRIP4Q32.1Q32.2
100529229	chr5	FAME3
100529230	chr3	LGMD1H
100529231	chr1	MACST
100529239	chr6	RPS10-NUDT3
100529240	chr19	ZNF816-ZNF321P
100529241	chr2	HSPE1-MOB4
100529242	chr1	DEL1Q41Q42
100529243	chr2	DEL2P12P11.2
100529251	chr16	CKLF-CMTM1
100529257	chr14	SYNJ2BP-COX16
100529261	chr14	CHURC1-FNTB
100529262	chr19	MIA-RAB4B
100529264	chr19	RAB4B-EGLN2
100529855	chr19	ZNF625-ZNF20
100532724	chr3	NPHP3-ACAD11
100532726	chr11	NDUFC2-KCTD14
100532727	chr19	DDX11L12
100532731	chr10	COMMD3-BMI1
100532732	chr6	MSH5-SAPCD1
100532735	chr2	INO80B-WBP1
100532736	chr1	MINOS1-NBL1
100532737	chr6	ATP6V1G2-DDX39B
100532738	chr1	DEL1P32P31
100532742	chrX	PIR-FIGF
100532746	chr6	PPT2-EGFL8
100532749	chr3	LOC100532749
100533105	chr8	C8orf44-SGK3
100533106	chr8	ZHX1-C8orf76
100533107	chr20	RTEL1-TNFRSF6B
100533111	chr1	ZNF670-ZNF695
100533177	chr17	KRTAP29-1
100533178	chrY	PRORY
100533179	chr2	UBE2F-SCLY
100533181	chr11	FXYD6-FXYD2
100533182	chr4	SEC24B-AS1
100533183	chr12	ZNF664-FAM101A
100533184	chr10	ARHGAP19-SLIT1
100533195	chr10	FAM24B-CUZD1
100533464	chr12	PRH1-PRR4
100533467	chr13	BIVM-ERCC5
100533483	chr15	DYX1C1-CCPG1
100533496	chr17	TVP23C-CDRT4
100533618	chrX	LOC100533618
100533619	chr16	TMPOP2
100533620	chr8	TUBBP7
100533621	chr3	LOC100533621
100533622	chr8	LOC100533622
100533624	chr19	SNX33P1
100533625	chr19	LOC100533625
100533626	chr1	LOC100533626
100533627	chr1	LOC100533627
100533628	chr14	LOC100533628
100533629	chr5	LOC100533629
100533630	chr4	LOC100533630
100533631	chr7	LOC100533631
100533632	chr7	LOC100533632
100533633	chr7	LOC100533633
100533634	chr7	LOC100533634
100533635	chr7	LOC100533635
100533636	chrX	LOC100533636
100533637	chr22	LOC100533637
100533638	chr19	LOC100533638
100533640	chr17	LOC100533640
100533641	chr12	LOC100533641
100533642	chr2	FNBP1P1
100533643	chr11	LOC100533643
100533644	chr11	LOC100533644
100533646	chr20	ZNF840P
100533648	chr7	LOC100533648
100533649	chr7	LOC100533649
100533650	chr7	LOC100533650
100533651	chr7	LOC100533651
100533652	chr7	LOC100533652
100533653	chr17	LOC100533653
100533654	chr12	LOC100533654
100533655	chr6	LOC100533655
100533658	chr9	HSPA8P17
100533659	chr12	LOC100533659
100533660	chr8	EI24P5
100533661	chr7	SGO1P2
100533662	chr18	STK25P1
100533663	chr3	LOC100533663
100533664	chr2	PTCHD3P2
100533665	chr6	PTCHD3P3
100533666	chr1	SGO1P1
100533667	chr5	LOC100533667
100533668	chr2	KLF2P4
100533669	chrX	LOC100533669
100533670	chr4	LOC100533670
100533671	chr4	ADAM20P2
100533672	chr13	TRIM60P19
100533673	chr7	OSBPL9P6
100533674	chr9	NPAP1P4
100533675	chr9	NPAP1P6
100533676	chr10	PHACTR2P1
100533677	chr5	LOC100533677
100533678	chr2	LOC100533678
100533679	chr22	LOC100533679
100533682	chr7	MIPEPP1
100533695	chr13	RLIMP1
100533705	chr16	SLC9B1P5
100533706	chr11	LOC100533706
100533707	chr9	LOC100533707
100533708	chr4	LOC100533708
100533709	chr2	LOC100533709
100533710	chr11	LOC100533710
100533711	chr20	LOC100533711
100533712	chrX	LOC100533712
100533713	chr13	ELL2P3
100533714	chr7	DDX43P2
100533716	chrX	LOC100533716
100533717	chr15	BCAR1P1
100533718	chr15	BCAR1P2
100533719	chr1	ANKRD20A14P
100533720	chr1	ANKRD20A15P
100533721	chr7	PNPT1P2
100533722	chr7	LOC100533722
100533723	chrY	LOC100533723
100533725	chr9	ERVFRD-3
100533727	chr2	LOC100533727
100533728	chrX	LOC100533728
100533729	chrX	LOC100533729
100533730	chrX	LOC100533730
100533731	chr1	RLIMP2
100533732	chr1	LOC100533732
100533733	chr4	LOC100533733
100533734	chr4	LOC100533734
100533735	chr4	LOC100533735
100533736	chr4	LOC100533736
100533754	chr3	MARK3P3
100533755	chr3	LOC100533755
100533757	chr12	LOC100533757
100533787	chr14	LOC100533787
100533789	chr17	LRRC37A8P
100533790	chr17	LRRC37A9P
100533791	chr17	LRRC37A10P
100533794	chr10	MARK2P15
100533795	chr10	MARK2P16
100533800	chr11	BMPR1APS2
100533814	chr7	LOC100533814
100533842	chr2	LOC100533842
100533843	chrX	LOC100533843
100533844	chr4	TARS2P1
100533845	chr4	LOC100533845
100533846	chr19	LOC100533846
100533847	chr2	TYW1P1
100533848	chr2	LOC100533848
100533849	chr10	MAPKAPK5P1
100533850	chr15	LOC100533850
100533851	chr13	ATP8A2P2
100533852	chr18	LOC100533852
100533853	chr15	LOC100533853
100533884	chr-	LOC100533884
100533885	chr-	LOC100533885
100533886	chr-	LOC100533886
100533887	chr-	LOC100533887
100533888	chr-	LOC100533888
100533889	chr-	LOC100533889
100533890	chr-	LOC100533890
100533891	chr-	LOC100533891
100533892	chr-	LOC100533892
100533893	chr-	LOC100533893
100533894	chr-	LOC100533894
100533895	chr-	LOC100533895
100533896	chr-	LOC100533896
100533897	chr-	LOC100533897
100533898	chr-	LOC100533898
100533899	chr-	LOC100533899
100533900	chr-	LOC100533900
100533901	chr-	LOC100533901
100533902	chr-	LOC100533902
100533903	chr-	LOC100533903
100533904	chr-	LOC100533904
100533911	chr-	LOC100533911
100533912	chr-	LOC100533912
100533913	chr-	LOC100533913
100533914	chr-	LOC100533914
100533915	chr-	LOC100533915
100533916	chr-	LOC100533916
100533917	chr-	LOC100533917
100533918	chr-	LOC100533918
100533919	chr-	LOC100533919
100533920	chr-	LOC100533920
100533921	chr-	LOC100533921
100533922	chr-	LOC100533922
100533923	chr-	LOC100533923
100533924	chr-	LOC100533924
100533925	chr-	LOC100533925
100533926	chr-	LOC100533926
100533927	chr-	LOC100533927
100533928	chr-	LOC100533928
100533929	chr-	LOC100533929
100533930	chr-	LOC100533930
100533931	chr-	LOC100533931
100533932	chr-	LOC100533932
100533933	chr-	LOC100533933
100533934	chr-	LOC100533934
100533935	chr-	LOC100533935
100533936	chr-	LOC100533936
100533937	chr-	LOC100533937
100533938	chr-	LOC100533938
100533939	chr-	LOC100533939
100533940	chr-	LOC100533940
100533941	chr-	LOC100533941
100533942	chr-	LOC100533942
100533943	chr-	LOC100533943
100533944	chr-	LOC100533944
100533945	chr-	LOC100533945
100533946	chr-	LOC100533946
100533947	chr-	LOC100533947
100533948	chr-	LOC100533948
100533949	chr-	LOC100533949
100533950	chr-	LOC100533950
100533951	chr-	LOC100533951
100533952	chr7	RBAK-RBAKDN
100533955	chr17	SENP3-EIF4A1
100533970	chr17	P2RX5-TAX1BP3
100533975	chr20	SLMO2-ATP5E
100533990	chr19	APOC4-APOC2
100533997	chrX	MAGEA10-MAGEA5
100534012	chr1	TNFAIP8L2-SCNM1
100534589	chr7	HOXA10-HOXA9
100534592	chr7	URGCP-MRPS24
100534593	chr20	STX16-NPEPL1
100534595	chr11	HNRNPUL2-BSCL2
100534599	chr3	ISY1-RAB43
100534611	chr3	TM4SF19-TCTEX1D2
100534612	chr5	C1QTNF3-AMACR
100534624	chrX	LCR-OPSIN
100551499	chr21	LINC00159
100568447	chr16	IGHV3OR16-14
100616100	chr3	ERVK-2
100616101	chr5	ERVK-10
100616102	chr6	ERVK-9
100616103	chr12	ERVK-21
100616104	chr7	ERVFH21-1
100616105	chr6	ERVE-4
100616106	chr11	ERVK3-4
100616107	chr19	ERVK3-6
100616108	chr20	ERVK3-8
100616109	chr6	MIR4464
100616110	chr13	MIR2681
100616111	chr4	MIR4455
100616112	chr3	MIR4793
100616113	chr10	MIR4680
100616114	chr9	MIR4668
100616115	chr8	MIR4469
100616116	chr7	MIR4648
100616117	chr7	MIR4653
100616118	chr11	MIR4486
100616119	chr11	MIR4697
100616120	chr1	MIR4695
100616121	chr17	MIR1268B
100616122	chr17	MIR4523
100616123	chr2	MIR4436B1
100616124	chr6	MIR4647
100616125	chr17	MIR4731
100616126	chr11	MIR4686
100616127	chr3	MIR4448
100616128	chr10	MIR4679-1
100616129	chr3	MIR4445
100616130	chr18	MIR4526
100616131	chr9	MIR3689D1
100616132	chr17	MIR4728
100616133	chr12	MIR4699
100616134	chr20	MIR499B
100616135	chr14	MIR4507
100616136	chr2	MIR4430
100616137	chr13	MIR4501
100616138	chr3	MIR4787
100616139	chr18	MIR4741
100616140	chr14	MIR4506
100616141	chr1	MIR4428
100616142	chr5	MIR4458
100616143	chr22	MIR4763
100616144	chrX	MIR548AN
100616145	chr1	MIR1273G
100616146	chr22	MIR4534
100616147	chrX	MIR4769
100616148	chr21	MIR4760
100616149	chr15	MIR4512
100616150	chr16	MIR4720
100616151	chr10	MIR4480
100616152	chr5	MIR4804
100616153	chr17	MIR4726
100616154	chr6	MIR4466
100616155	chrX	MIR4536-1
100616156	chr1	MIR1273F
100616157	chr2	MIR4772
100616158	chr14	MIR4505
100616159	chr2	MIR4779
100616160	chr7	MIR4655
100616161	chr3	MIR4795
100616162	chr10	MIR4483
100616163	chr19	MIR4530
100616164	chr1	MIR4420
100616165	chr2	MIR4771-2
100616166	chr3	MIR4796
100616167	chr16	MIR4722
100616168	chr19	MIR4754
100616169	chr8	MIR378D2
100616170	chr17	MIR4739
100616171	chr19	MIR4752
100616172	chr16	MIR4719
100616173	chr14	MIR203B
100616174	chr6	MIR4643
100616175	chr5	MIR4633
100616176	chr14	MIR4708
100616177	chr1	MIR4419A
100616178	chr6	MIR4641
100616179	chr12	MIR4498
100616180	chr6	MIR4465
100616181	chr15	MIR4514
100616182	chr13	MIR4500
100616183	chr15	MIR4513
100616184	chr9	MIR4477A
100616185	chr19	MIR371B
100616186	chr11	MIR4490
100616187	chr2	MIR4783
100616188	chr1	MIR3972
100616189	chr1	MIR4421
100616190	chr20	MIR548O2
100616191	chr6	MIR548AJ1
100616192	chr10	MIR4679-2
100616193	chr4	MIR4453
100616194	chr9	MIR4477B
100616195	chr16	MIR4718
100616196	chr17	MIR4525
100616197	chr21	ERVK-23
100616198	chr11	ERVW-6
100616199	chr19	ERVK3-7
100616200	chr10	ERVS71-2
100616201	chr4	MIR378D1
100616202	chr5	MIR4634
100616203	chr17	MIR4734
100616204	chr17	MIR4729
100616205	chr13	MIR4704
100616206	chr7	MIR4652
100616207	chr2	MIR4439
100616208	chr2	MIR4782
100616209	chr5	MIR4461
100616210	chr17	MIR4737
100616211	chr14	MIR4709
100616212	chr9	MIR3689F
100616213	chr2	MIR4437
100616214	chr9	MIR4667
100616215	chr11	MIR548AL
100616216	chr3	MIR4797
100616217	chr10	MIR1254-2
100616218	chr6	MIR3135B
100616219	chr2	MIR4765
100616220	chr17	MIR4736
100616221	chr8	MIR4662A
100616222	chr11	MIR4487
100616223	chr15	MIR4509-1
100616224	chr1	MIR4753
100616225	chr20	MIR4756
100616226	chr7	MIR4468
100616227	chr13	MIR4502
100616228	chr15	MIR4509-2
100616229	chr9	MIR4473
100616230	chr6	MIR4646
100616231	chr16	MIR4519
100616232	chr18	MIR4528
100616233	chr5	MIR4459
100616234	chr4	MIR4454
100616235	chr5	MIR4457
100616236	chr9	MIR4669
100616237	chr6	MIR4640
100616238	chr15	MIR3529
100616239	chr13	MIR4705
100616240	chr12	MIR4496
100616241	chr16	MIR4717
100616242	chr9	MIR4673
100616243	chr21	MIR4759
100616244	chr18	MIR3976
100616245	chr8	MIR4661
100616246	chr4	MIR4799
100616247	chr14	MIR151B
100616248	chr17	MIR4724
100616249	chrX	MIR4768
100616250	chr9	MIR3960
100616251	chrX	MIR1587
100616252	chrX	MIR548AJ2
100616253	chr22	MIR4762
100616254	chr4	MIR548AH
100616255	chr8	MIR4662B
100616256	chr16	MIR4721
100616257	chr18	MIR3975
100616258	chr16	MIR4516
100616259	chr22	MIR378I
100616260	chr8	MIR4663
100616261	chr14	MIR4504
100616262	chr12	MIR4701
100616263	chr11	MIR4485
100616264	chr18	MIR4527
100616265	chr2	MIR4433A
100616266	chr17	MIR4733
100616267	chr2	MIR4776-1
100616268	chr8	MIR4472-1
100616269	chr6	MIR4639
100616270	chr7	MIR4651
100616271	chr5	MIR4637
100616272	chr1	MIR4422
100616273	chr17	MIR451B
100616274	chr4	MIR4802
100616275	chr15	MIR4508
100616276	chr14	MIR4538
100616277	chr17	MIR4522
100616278	chr9	MIR4540
100616279	chr12	MIR3974
100616280	chr14	MIR4503
100616281	chr3	MIR4788
100616282	chr17	MIR4738
100616283	chr22	MIR4766
100616284	chr11	MIR4489
100616285	chr6	MIR4645
100616286	chr10	MIR4676
100616287	chr12	MIR4495
100616288	chr9	MIR4665
100616289	chr9	MIR4475
100616290	chr18	MIR4529
100616291	chr3	MIR4791
100616292	chr11	MIR4690
100616293	chr15	MIR4510
100616294	chr17	MIR4740
100616295	chr22	MIR4764
100616296	chr10	MIR4678
100616297	chr5	MIR3977
100616298	chr12	MIR4419B
100616299	chr4	MIR4450
100616300	chr14	MIR4710
100616301	chr9	MIR4674
100616302	chr13	MIR548X2
100616303	chr4	MIR3688-2
100616304	chr13	MIR4499
100616305	chr2	MIR548AE1
100616306	chr5	MIR378H
100616307	chr2	MIR4757
100616308	chr1	MIR4666A
100616309	chr12	MIR4472-2
100616310	chr7	MIR4650-1
100616311	chr11	MIR3973
100616312	chr9	MIR4478
100616313	chr19	MIR4749
100616314	chr19	MIR4750
100616315	chr1	MIR4781
100616316	chr17	MIR4524A
100616317	chr2	MIR4777
100616318	chr8	MIR4664
100616319	chr11	MIR4493
100616320	chr10	MIR4481
100616321	chr1	MIR378G
100616322	chr10	MIR4682
100616323	chr10	MIR4482
100616324	chr2	MIR1245B
100616325	chr5	MIR4460
100616326	chr5	MIR4636
100616327	chr10	MIR4484
100616328	chr1	MIR4424
100616329	chr12	MIR4700
100616330	chr11	MIR4491
100616331	chr7	MIR4650-2
100616332	chr15	MIR4716
100616333	chr9	MIR3689C
100616334	chr3	MIR4790
100616335	chr9	MIR219B
100616336	chr3	MIR548AB
100616337	chr19	MIR4747
100616338	chr1	MIR4794
100616339	chr5	MIR548AE2
100616340	chr20	MIR4758
100616341	chr2	MIR4435-2
100616342	chr5	MIR4638
100616343	chr1	MIR4677
100616344	chr9	MIR3689D2
100616345	chr1	MIR4426
100616346	chr7	MIR4649
100616347	chr6	MIR548AI
100616348	chr8	MIR4659A
100616349	chr4	MIR4451
100616350	chr8	MIR4660
100616351	chr9	MIR4670
100616352	chr6	MIR4642
100616353	chr20	MIR4532
100616354	chr7	MIR550A3
100616355	chr19	MIR4531
100616356	chr2	MIR4774
100616357	chr18	MIR3591
100616358	chr4	MIR4800
100616359	chr17	MIR4730
100616360	chr2	MIR2467
100616361	chr2	MIR4775
100616362	chr20	MIR4533
100616363	chr1	MIR4735
100616364	chr2	MIR4785
100616365	chr1	MIR4425
100616366	chr18	MIR4743
100616367	chr7	MIR4467
100616368	chr11	MIR4688
100616369	chr15	MIR4713
100616370	chr2	MIR4771-1
100616371	chr19	MIR4746
100616372	chr8	MIR4659B
100616373	chrX	MIR4770
100616374	chr14	MIR4539
100616375	chr2	MIR4438
100616376	chr11	MIR4492
100616377	chr5	MIR4803
100616378	chr2	MIR4784
100616379	chr15	MIR4511
100616380	chr1	MIR4671
100616381	chr5	MIR4456
100616382	chr15	MIR4509-3
100616383	chr10	MIR4675
100616384	chr1	MIR548AC
100616385	chr17	MIR4732
100616386	chr1	MIR4654
100616387	chr17	MIR3064
100616388	chr17	MIR4723
100616389	chr6	MIR4463
100616390	chr1	MIR4427
100616391	chr1	MIR4684
100616392	chr2	MIR4773-1
100616393	chr7	MIR4657
100616394	chr2	MIR4444-1
100616395	chr3	MIR4789
100616396	chr15	MIR4712
100616397	chr2	MIR4440
100616398	chr10	MIR4681
100616399	chr2	MIR4436A
100616400	chr12	MIR3198-2
100616401	chr17	MIR4520-1
100616402	chr11	MIR4696
100616403	chr11	MIR4691
100616404	chr15	MIR4515
100616405	chr16	MIR4518
100616406	chr17	MIR4521
100616407	chr3	MIR4443
100616408	chr17	MIR5047
100616409	chr1	MIR4711
100616410	chr11	MIR4692
100616411	chr10	ERVK-16
100616412	chr12	ERVK3-5
100616413	chr6	MIR4462
100616414	chr22	MIR4761
100616415	chr22	MIR4535
100616416	chr17	MIR4727
100616417	chr2	MIR4786
100616418	chr2	MIR4773-2
100616419	chr2	MIR4434
100616420	chr18	MIR4744
100616421	chr1	MIR4689
100616422	chr14	MIR4537
100616423	chr13	MIR4703
100616424	chr14	MIR4707
100616425	chr19	MIR4748
100616426	chr11	MIR4694
100616427	chr4	MIR5096
100616428	chrX	MIR548AM
100616429	chr9	MIR4672
100616430	chr6	MIR4644
100616431	chr2	MIR4431
100616432	chr15	MIR4714
100616433	chr1	MIR4418
100616434	chr20	MIR4755
100616435	chr4	MIR4801
100616436	chr4	MIR4449
100616437	chr11	MIR1343
100616438	chr1	MIR4632
100616439	chr7	MIR4658
100616440	chr20	MIR548AG2
100616441	chr9	MIR4474
100616442	chr4	ERVK-12
100616443	chr7	ERVK-15
100616444	chr11	ERVK-20
100616445	chr19	ERVK-22
100616446	chr4	ERVH-1
100616447	chr2	MIR4780
100616448	chr3	MIR4792
100616449	chr17	MIR4725
100616450	chr4	MIR548AG1
100616451	chr8	MIR4471
100616452	chr1	MIR2682
100616453	chr11	MIR4687
100616454	chr12	MIR4497
100616455	chr6	MIR548H5
100616456	chr9	MIR4476
100616457	chr11	MIR4693
100616458	chr1	MIR5095
100616459	chr19	MIR4745
100616460	chr9	MIR3689E
100616461	chrX	ERVH-2
100616462	chr5	ERVK3-3
100616463	chr4	MIR4452
100616464	chr2	MIR4778
100616465	chr7	MIR4656
100616466	chr17	MIR4520-2
100616467	chrX	MIR4767
100616468	chr1	MIR4742
100616469	chr2	MIR4429
100616470	chr11	MIR4488
100616471	chr4	MIR4798
100616472	chr2	MIR4776-2
100616473	chr2	MIR4432
100616474	chr15	MIR4715
100616475	chr2	MIR548AD
100616476	chr3	MIR4446
100616477	chr3	MIR4442
100616478	chr12	MIR4494
100616479	chr5	MIR4635
100616480	chr9	MIR4479
100616481	chr1	MIR4423
100616482	chr10	MIR4685
100616483	chr19	MIR4751
100616484	chr8	MIR4470
100616485	chr3	MIR4447
100616486	chr12	MIR4698
100616487	chr16	MIR4517
100616488	chr10	MIR548AK
100616489	chr1	MIR4417
100616490	chr14	MIR4706
100616491	chrX	MIR3978
100616492	chr1	MIR378F
100616493	chr2	MIR4441
100616494	chr17	MIR1269B
100616495	chr14	MIR2392
100616496	chr15	ERVW-4
100616497	chr11	ERV9-1
100616498	chr5	MIR378E
100616499	chr2	MIR4435-1
100616500	chr10	MIR4683
100616530	chr8	C8orf37-AS1
100616668	chr13	TPTE2P5
100628307	chr14	DIO2-AS1
100628314	chr20	LOC100628314
100628315	chr1	DNM3OS
100628560	chr10	MIR3155B
100629121	chr15	LOC100629121
100630918	chr2	PARTICL
100630919	chr8	LOC100630919
100630920	chr8	RPL10P18
100630923	chr7	LOC100630923
100631239	chr9	KRT18P67
100631242	chrX	LOC100631242
100631243	chr2	LOC100631243
100631247	chr2	GRAMD4P8
100631248	chr14	GRAMD4P3
100631249	chr15	GRAMD4P5
100631250	chr15	GRAMD4P6
100631251	chr18	GRAMD4P7
100631252	chr21	GRAMD4P1
100631253	chr17	TBC1D3P4
100631254	chr15	CSPG4P11
100631255	chr15	LOC100631255
100631258	chr11	LOC100631258
100631260	chr7	MARK2P13
100631261	chr3	MARK2P14
100631265	chr15	LOC100631265
100631266	chr15	LOC100631266
100631267	chr15	LOC100631267
100631268	chr15	LOC100631268
100631269	chr8	SLC10A5P1
100631287	chr-	LOC100631287
100631288	chr-	LOC100631288
100631289	chr-	LOC100631289
100631290	chr-	LOC100631290
100631291	chr-	LOC100631291
100631292	chr-	LOC100631292
100631299	chr-	LOC100631299
100631300	chr-	LOC100631300
100631301	chr-	LOC100631301
100631302	chr-	LOC100631302
100631309	chr-	LOC100631309
100631310	chr-	LOC100631310
100631311	chr-	LOC100631311
100631318	chr-	LOC100631318
100631319	chr-	LOC100631319
100631320	chr-	LOC100631320
100631321	chr-	LOC100631321
100631322	chr-	LOC100631322
100631323	chr-	LOC100631323
100631330	chr-	LOC100631330
100631337	chr-	LOC100631337
100631343	chr-	LOC100631343
100631344	chr-	LOC100631344
100631345	chr-	LOC100631345
100631346	chr-	LOC100631346
100631354	chr-	LOC100631354
100631370	chr-	LOC100631370
100631371	chr-	LOC100631371
100631372	chr-	LOC100631372
100631373	chr-	LOC100631373
100631374	chr-	LOC100631374
100631375	chr-	LOC100631375
100631376	chr-	LOC100631376
100631378	chr19	LOC100631378
100631380	chr18	LOC100631380
100631381	chr21	PPP6R2P1
100631382	chr9	ZFAND6P1
100631383	chr4	FAM47E-STBD1
100642175	chr5	SPRY4-IT1
100642176	chrY	LINC00266-4P
100652730	chr20	LINC00659
100652736	chr22	LINC01311
100652739	chr6	RAET1E-AS1
100652740	chr16	PYCARD-AS1
100652743	chr2	LOC100652743
100652748	chr10	TIMM23B
100652749	chr15	SPATA8-AS1
100652758	chr5	LOC100652758
100652759	chr3	PRICKLE2-AS1
100652768	chr11	LOC100652768
100652770	chr18	DSG2-AS1
100652772	chr5	NNT-AS1
100652775	chr2	HP11026
100652777	chr16	LOC100652777
100652781	chr16	SNX29P1
100652791	chr8	GS1-24F4.2
100652792	chr15	LOC100652792
100652794	chr6	LOC100652794
100652796	chr18	BOLA2P1
100652801	chr13	NXT1P1
100652807	chr3	LOC100652807
100652813	chr18	LOC100652813
100652824	chr2	KIAA2012
100652831	chrX	NANOGNBP3
100652833	chr5	LOC100652833
100652835	chr9	RBSG2
100652840	chr15	LOC100652840
100652846	chr12	CACNA1C-AS1
100652853	chr5	LINC01023
100652856	chr13	LINC00408
100652857	chr15	TMCO5B
100652865	chr13	LINC00539
100652871	chr22	LOC100652871
100652883	chr17	ALOX15P1
100652885	chr20	SIRPB3P
100652894	chr22	LOC100652894
100652897	chr12	LOC100652897
100652899	chr15	ANP32BP3
100652901	chr22	LOC100652901
100652908	chr1	LOC100652908
100652909	chr19	LINC00904
100652911	chr19	LOC100652911
100652918	chr1	GAPDHP75
100652925	chr22	LOC100652925
100652929	chr17	HP09025
100652930	chr20	LOC100652930
100652931	chrY	LOC100652931
100652933	chr12	IGANRP
100652939	chr1	MTND2P28
100652955	chr4	LOC100652955
100652960	chr6	LOC100652960
100652967	chr1	LOC100652967
100652972	chr21	LOC100652972
100652974	chr16	SOD1P2
100652976	chr11	LOC100652976
100652988	chr10	LINC00702
100652997	chr10	LINC00706
100652999	chr12	LOC100652999
100653022	chr12	PP12719
100653049	chr17	LOC100653049
100653053	chr12	TAS2R68P
100653061	chr5	LOC100653061
100653133	chr15	LOC100653133
100653233	chr7	LOC100653233
100653365	chrX	BED
100653366	chr3	PSC
100653367	chr1	OFC13
100653368	chr7	SCA32
100653369	chr18	APMR3
100653370	chr5	MYP19
100653371	chr7	CPVT3
100653372	chrX	SRXX3
100653373	chr1	KONDS
100653374	chr17	DEL17P13.1
100653375	chr16	ADIPQTL5
100653377	chr1	SPGF2
100653378	chr17	SRXX2
100653379	chrX	MYMY4
100653380	chr7	DEL7Q11.23
100653381	chr6	GEFSP8
100653382	chr13	DEL13Q14
100653383	chr20	PSMNSW
100653384	chr2	IGAN2
100653385	chr3	DEL3PTERP25
100653390	chr19	DFNB81
100653393	chr-	CACD3
100653395	chr3	LOC100653395
100653396	chr12	YPEL5P3
100653423	chr1	BANF1P4
100653489	chr9	MTND4P14
100653515	chr17	CEP295NL
100682260	chr14	HPPD
100682325	chr17	NDNC9
100682326	chr13	MYP20
100682395	chr3	LNCR5
100689013	chr4	MRT17
100689014	chr9	MRT16
100689073	chr10	ARHGAP22-IT1
100689074	chr7	POU6F2-AS2
100689211	chr7	HYSP3
100689212	chr17	PBC5
100689213	chr1	GFND1
100689214	chrX	HYSP4
100689215	chr7	PBC4
100689216	chr19	NRCLP6
100689229	chr3	H3F3AP3
100689296	chr2	CNN2P11
100689490	chr2	HNFJ3
100689491	chr8	DEL8Q21.11
100736250	chr10	HYPT9
100736251	chr7	HYP10
100736408	chr22	LOC100736408
100736411	chr22	LOC100736411
100736412	chr22	LOC100736412
100739996	chrX	MRXS17
100750225	chr8	PCAT1
100750238	chr2	EJM9
100750245	chr6	SNAPC5P1
100750246	chr14	HIF1A-AS1
100750247	chr14	HIF1A-AS2
100750325	chr1	RCAN3AS
100750326	chr4	HTT-AS
100750328	chr8	ANIB11
100750329	chr18	TET18P
100775104	chr7	KLHL7-AS1
100775105	chr1	ERVK-18
100775107	chr3	RBM5-AS1
100820631	chr7	MLSM7
100820632	chr15	DEL15Q25
100820633	chr-	DEL2Q23.1
100820709	chr3	LINC00501
100820732	chr9	LSM1P1
100820733	chr5	LOC100820733
100820734	chr19	LOC100820734
100820735	chr13	HIST1H2BPS3
100820741	chr5	RBBP4P6
100820757	chr5	VUR4
100820758	chrX	CCCSX
100820759	chr-	SPGFX2
100820760	chr13	VUR5
100820761	chrX	MRXSCS
100820762	chr-	CPBHM
100820763	chr18	VUR6
100820829	chr15	MYZAP
100846978	chr3	LINC00506
100846991	chr5	MIR5197
100846992	chr9	MIR548AW
100846993	chr15	MIR5009
100846994	chr16	MIR3670-2
100846995	chr2	MIR5000
100846996	chr13	MIR5007
100846997	chr18	MIR5583-2
100846998	chr6	MIR5689
100846999	chr3	MIR4444-2
100847000	chr11	MIR5579
100847001	chr8	MIR5680
100847002	chr18	MIR5011
100847003	chr13	MIR5693
100847004	chr12	MIR5188
100847005	chr15	MIR5701-2
100847006	chr22	MIR5571
100847007	chr2	MIR5696
100847008	chr17	MIR4524B
100847009	chr1	MIR1295B
100847010	chr1	MIR5581
100847012	chr6	MIR5004
100847013	chr21	MIR5692B
100847014	chr10	MIR5100
100847015	chr11	MIR5691
100847016	chr19	MIR5695
100847017	chr7	MIR5692C2
100847018	chr1	MIR5585
100847019	chr5	MIR5687
100847020	chr11	MIR5582
100847021	chr3	MIR5002
100847022	chr16	MIR5093
100847023	chr4	MIR5091
100847024	chr1	MIR5698
100847025	chr18	MIR5583-1
100847026	chr13	MIR5006
100847027	chr4	MIR5705
100847028	chr16	MIR5587
100847029	chr5	MIR5003
100847030	chr17	MIR548AT
100847031	chr12	MIR5700
100847032	chr7	MIR5707
100847033	chr2	MIR4436B2
100847034	chr6	MIR5683
100847035	chr13	MIR548AR
100847036	chr3	MIR5186
100847037	chr2	MIR5001
100847038	chr8	MIR5692A2
100847039	chr3	MIR5092
100847040	chr3	MIR5704
100847041	chr16	MIR3680-2
100847042	chr15	MIR5572
100847043	chr3	MIR5682
100847044	chr1	MIR5087
100847045	chr9	MIR548AU
100847046	chr17	MIR5010
100847047	chrX	MIR4666B
100847048	chr6	MIR5690
100847049	chr19	MIR4999
100847050	chr1	MIR5191
100847051	chr8	MIR5194
100847052	chrX	MIR664B
100847053	chr2	MIR5702
100847054	chr3	MIR5588
100847055	chr1	MIR5697
100847056	chr8	MIR5708
100847057	chr16	MIR5189
100847058	chr8	MIR5681A
100847059	chr15	MIR5094
100847060	chr15	MIR5701-1
100847061	chrX	MIR4536-2
100847062	chr14	MIR5195
100847063	chrX	MIR548AX
100847064	chr14	MIR5694
100847065	chr4	MIR5591
